News,True_Sentiment,Predicted_Sentiment,Confidence
Investments are not disclosed .,neutral,neutral,0.9484818577766418
Investments in product development stood at 6.0 mln euro ( $ 8.8 mln ) .,neutral,neutral,0.9047054648399353
"ISMS does not disclose its financial results , the daily said .",neutral,neutral,0.9373732805252075
"It also includes the installation of new equipment , training and start-up services , as well as service work of the shoe press delivered by Vaahto in 2001 .",neutral,neutral,0.8214133381843567
It is expected to be online by 2011 .,neutral,neutral,0.9163933396339417
It 's not .,neutral,neutral,0.843226432800293
It was decided that the auditors are reimbursed according to invoice .,neutral,neutral,0.9429419636726379
It will report full-year results on August 22 .,neutral,neutral,0.9445062875747681
"Its annual capacity is some 10,000 MW .",neutral,neutral,0.9291911125183105
Its market share is 6 percent according to AC Nielsen 's 2008 data .,neutral,neutral,0.8418521285057068
"Its product portfolio comprises harvesters , forwarders , harvester heads , as well as cranes and loaders .",neutral,neutral,0.9476261138916016
"Janis Arbidans , CEO of YIT Celtnieciba , said the company was focusing on housing and real estate development market .",neutral,neutral,0.9296127557754517
"Jeder Beta-Tester erh+ñlt kostenlos sechs Monate lang Updates und hat laut eigener Aussage die M+Âglichkeit , die finale Version zu beeinflussen .",neutral,neutral,0.8532316088676453
"Jon Risfelt has previously held operational executive positions in Europolitan , Ericsson , SAS , American Express card and travel divisions , as well as Nyman & Schultz ( CEO ) , Vodafone Sweden ( CEO ) , and Gambro Renal Products ( CEO ) .",neutral,neutral,0.9438170194625854
Kemira shares closed at (  x20ac ) 16.66 ( $ 22US .71 ) .,neutral,neutral,0.8715600967407227
"Kesko has about 2,000 stores engaged in chain operations in the Nordic and Baltic countries , Russia , and Belarus .",neutral,neutral,0.9453699588775635
Kirsi Rantanen was previously development director for HK Ruokatalo 's poultry business .,neutral,neutral,0.9236713647842407
"Koduextra is operating a retail chain of 11 stores , controlled by Finnish Non-Food Center KY , Rukax OY , and Scan-Tukka OY .",neutral,neutral,0.9504317045211792
"Koff 's market share of the volume of the market was 23.4 % , Karhu 's 21.4 % .",neutral,neutral,0.9442926049232483
"L+ñnnen Tehtaat 's Food Division was reorganised into two strategic business units , Apetit Frozen Foods and Jams , and Apetit Fish .",neutral,neutral,0.9379023313522339
Lemmink+ñinen started the manufacture of roofing felt in 1920 and the production of asphalt in the 1930s .,neutral,neutral,0.9369089603424072
"Like all other mechanical pipettors from Biohit , also Proline Plus is CE-IVD marked and comes with a 3-year warranty .",neutral,neutral,0.7962197065353394
( A spokesperson told WWD to expect a 50-50 mix of clothing and home decor . ),neutral,neutral,0.9110315442085266
( The acquisition sum has not been disclosed . ),neutral,neutral,0.9451918601989746
"Luna took fifth place on six-under 207 , a shot behind Spain 's Beatriz Recari and Germany 's Martina Eberl , while Welsh player Becky Brewerton was the highest-placed British finisher , sharing seventh place on three-under 210 after shooting 71 .",neutral,neutral,0.820959746837616
"Maggie Ramsey 's wait - and those of thousands of Oregon and Washington guides , anglers and others who flock to his frequent seminars - is nearly over .",neutral,neutral,0.8883422613143921
"Marathon now has a 4.6 percent stake in PLX , it said , according to Bloomberg .",neutral,neutral,0.9366841316223145
Market data and analytics are derived from primary and secondary research .,neutral,neutral,0.9500176310539246
"May 29 , 2010 ( CompaniesandMarkets.com delivered by Newstex ) -- This report provides key data and information on the meat , fish and poultry market in Finland .",neutral,neutral,0.9420151114463806
"Meanwhile , Alfa owns 25.1 % of MegaFon through Altimo , and 4.99 % of Turkcell via an 18.5 % stake in Cukurova Holding .",neutral,neutral,0.9429855346679688
"Mercator will use the software for its logistic , retail and wholesale operations in Slovenia and its other markets in southeastern Europe .",neutral,neutral,0.8391794562339783
Microsoft last week also issued the first patch for the Windows 7 operating system beta it had released days earlier .,neutral,neutral,0.7609921097755432
"More than 50,000 tonnes of asphalt mix will be used in the contract .",neutral,neutral,0.8848878145217896
"M-real , which is part of Finnish paper maker Metsaliitto Group , is due to release its second-quarter report at around 12:00 EET on 5 August 2010 .",neutral,neutral,0.9133205413818359
"N +1 Group will pay EUR16 .5 m of the transaction price upon closing , and the remaining sum in 2012 .",neutral,neutral,0.9463992714881897
ND = Not disclosed .,neutral,neutral,0.9238331317901611
Negotiations with representatives of the personnel regarding the restructuring process have now been ended .,neutral,negative,0.7760015726089478
"Neste Oil will publish its third quarter 2008 results on Friday , 24 October 2008 at approximately 9 am ( EET ) .",neutral,neutral,0.9509369134902954
New Novator products are supposed to be exported .,neutral,neutral,0.8640493750572205
"Niina Nenonen , Marimekko 's current director for clothing , bags and accessories lines , will take up this role .",neutral,neutral,0.9252454042434692
No changes in media activity were seen in October compared with September .,neutral,negative,0.6942883133888245
No decision on such sale of the now issued or existing treasury shares to YA Global has been made yet .,neutral,neutral,0.95388263463974
No financial details were revealed .,neutral,neutral,0.9313795566558838
No financial information was provided .,neutral,neutral,0.9239482283592224
No other ev3 devices were involved in this action .,neutral,neutral,0.9431573152542114
Nordea was the cheapest also for a couple in their 30s with debt .,neutral,neutral,0.6522642374038696
"Nordstjernan will make the offer in approximately one month , in September 2007 .",neutral,neutral,0.9337341785430908
Number of offers received for this contract is two .,neutral,neutral,0.876119077205658
NWC ANALYSIS :,neutral,neutral,0.9392062425613403
Odell has not contacted the State of Finland in this issue .,neutral,neutral,0.909148633480072
"Okhta Center area is expected to have about 700,000 square metres of office premises by 2016 .",neutral,neutral,0.8090280294418335
Okmetic has used the furnaces for the contract manufacturing of solar crystals .,neutral,neutral,0.9135882258415222
Okmetic revised its 2010 financial outlook based on its order book .,neutral,neutral,0.811150312423706
"On 25 August 2009 , Sampo 's stake in Nordea was 19.45 % .",neutral,neutral,0.95000159740448
"One can also apply for jobs directly from the iPad , select which CV to attach and which covering letter is most appropriate for each position .",neutral,neutral,0.9432554244995117
"One price category is for calls on the preferred operator 's network , and another for calls on other operators ' networks .",neutral,neutral,0.9511740207672119
"Operators only need to learn how to use one device for multiple levels of applications , including voice-directed operations .",neutral,neutral,0.9396021366119385
"Originally posted to the PCMag.com security blog , Security Watch .",neutral,neutral,0.9300177097320557
Oriola-KD is a spin-off of Finnish pharmaceutical group Orion Oyj 's wholesale division .,neutral,neutral,0.9426858425140381
"OTHER  North-Rhine Westphalia - Is to issue a benchmark , 5 year fixed rate deal in Euros .",neutral,neutral,0.7782953977584839
Other details were not provided .,neutral,neutral,0.8939139246940613
Panostaja did not disclose the purchase price .,neutral,neutral,0.9516238570213318
Pharmaceutical market in Belgium Global Research & Data Services published recently a market analysis about the pharmaceutical markets in Belgium .,neutral,neutral,0.9336705803871155
Pharmaceutical market in Poland Global Research & Data Services published recently a market analysis about the pharmaceutical markets in Poland .,neutral,neutral,0.9352744817733765
Ponsse will divide its sales and maintenance service network into six geographical areas .,neutral,neutral,0.947827160358429
"POYRY PLCCompany Announcement 10 December 2010 at 4.10 p.m. Pursuant to Poyry PLC 's stock option program 2004 , 63 792 new shares of the company have been subscribed since 27 October 2010 with stock options 2004B .",neutral,neutral,0.9447005987167358
"Presentation materials will be posted on the company 's website : www.seahawkdrilling.com in the `` Investor Relations '' section , on the `` Webcast & Presentations '' tab .",neutral,neutral,0.9553273320198059
"Previously , Grimaldi held a 46.43 pct stake in the Finnish company following the takeover bid launched in November 2006 .",neutral,neutral,0.9446143507957458
"Price talk is in the mid-market swaps plus 105 bps area and the leads are Barclays , BNPP , UBS and CBA .",neutral,neutral,0.9258841872215271
"Prior to the transaction , whose financial terms have not been disclosed , Alma Media owned 40 % of Kotikokki net .",neutral,neutral,0.9525972008705139
"Products include Consumer Electronics devices such as mobile phones and their accessories , set-top boxes , flat panel TVs as well as System Solutions products such as infrastructure systems , modules and other industrial segment products .",neutral,neutral,0.9441002011299133
"Proline Plus is available in both adjustable single and multichannel models and fixed volume single-channel models , in volume ranges from 0.1 micro litres to 10 ml .",neutral,neutral,0.935433566570282
"Protalix closed at $ 10.71 on Friday on the American Stock Exchange , giving a market cap of $ 827 million .",neutral,neutral,0.8360199928283691
"Purchase it for the 12MP snapper , if nothing else .",neutral,neutral,0.9277523756027222
R&D Loan ) .,neutral,neutral,0.9406881332397461
Raisio is the site of the main production plants as well as company headquarters .,neutral,neutral,0.9285981059074402
Rapala VMC Corporation ( Rapala ) is a Finland-based company engaged in the manufacture and distribution of fishing equipment and accessories .,neutral,neutral,0.9458091259002686
"Rautalinko was resposnible also for Mobility Services , and his job in this division will be continued by Marek Hintze .",neutral,neutral,0.944229781627655
"Retail chain Suomen L+ñhikauppa was given the index 5.8 , airline SAS 5.8 , TeliaSonera 's broadband 6.1 , German retail chain Lidl 6.1 , Tele Finland 's mobile subscriptions 6.1 , Tallink shipping line 6.3 , and power company Helsinki Energy 6.3 .",neutral,neutral,0.9180658459663391
RL-Nordic is a part of Raiffeisen-Banking-Group Austria and is a subsidiary to Raiffeisen-Leasing GmbH in Austria .,neutral,neutral,0.9537389278411865
"Rockwell Collins is a provider of flight deck , cabin and information management solutions for business aircraft operators .",neutral,neutral,0.903054416179657
"s business sectors are building construction , infrastructure construction and technical building services .",neutral,neutral,0.9425156712532043
"Sampo Housing Loan Bank , a unit of Finland 's Sampo Bank , has priced its EUR1bn ( USD1 .3 bn ) bond at 99.889 % , Reuters reported .",neutral,positive,0.5239594578742981
SAMPO PLC Jarmo Salonen Head of Investor Relations and Group Communications tel. +358 10 516 0030 Distribution : NASDAQ OMX Helsinki The principal media Financial Supervisory Authority www.sampo.com This announcement is distributed by Thomson Reuters on behalf of Thomson Reuters clients .,neutral,neutral,0.9520226716995239
Sanoma Magazines International will invite other shareholders holding approximately 15 % of the shares to sell their shares .,neutral,neutral,0.9450735449790955
Scanfil plc is a global contract manufacturer and systems supplier for communication and industrial electronics .,neutral,neutral,0.8043230772018433
"schwalm ( at ) outotec.com Eila Paatela , Vice President - Corporate Communications tel. +358 20 529 2004 , mobile +358 400 817198 e-mail eila .",neutral,neutral,0.9497164487838745
"SDM offers general rental equipment , aluminium scaffolding , power generator and hoists to customers in the construction sector .",neutral,neutral,0.9252409338951111
"Seventy-three of those also have more extensive training in products built on the latest ArchestrA technologies , such as the Wonderware System Platform .",neutral,neutral,0.881635844707489
"So far as is known , he did not sell shares that he owns personally .",neutral,neutral,0.9321730136871338
"Some 3.8 mln euro ( $ 5.2 mln ) of the base acquisition price will be paid in cash and the rest through a subscription offering of a total of 850,000 new Ixonos shares .",neutral,neutral,0.9314186573028564
"Sponda is a property investment company , specialising in commercial properties in the largest cities in Finland and Russia .",neutral,neutral,0.9320076107978821
Stichting Pensioenfonds ABP : 4 118 122 shares representing 5.19 % of the share capital and voting rights .,neutral,neutral,0.9452134966850281
"Stockholm , 3 March 2011 About Cybercom The Cybercom Group is a high-tech consultancy that offers global sourcing for end-to-end solutions .",neutral,neutral,0.8946468830108643
"Subscribers of China Unicom , the nation 's second largest mobile phone operator after China Mobile , are expected to release pictures , videos and blog on the Internet via mobile phones as of March 2008 .",neutral,neutral,0.9453104138374329
Sunrise Resources operates in Russian near-shore development markets through its wholly-owned Russian subsidiary and has 80 % of its personnel in Russia .,neutral,neutral,0.9323839545249939
Talvivaara Mining Company Plc Talvivaara Mining Company is an internationally significant base metals producer with its primary focus on nickel and zinc using a technology known as bioheapleaching to extract metals out of ore .,neutral,neutral,0.7441370487213135
"Tampere Science Parks is a Finnish company that owns , leases and builds office properties and it specialises in facilities for technology-oriented businesses .",neutral,neutral,0.9488577842712402
"Target company : Tieto Corporation , Business Identity Code : 0101138-5 Date of change in holding : 22 January 2010 Portion of the shares and votes : The current group holding of OP-Pohjola Group Central Cooperative ( OPK ) is 2982 587 shares , which represents 4.14 % of the shares and voting rights .",neutral,neutral,0.9565519094467163
Technopolis has approximately 130 customer companies in Jyvaskyla .,neutral,neutral,0.9325788021087646
"Tecnomen , headquartered in Espoo , Finland , develops messaging and charging solutions for telecomms operators and service providers worldwide .",neutral,neutral,0.9186868667602539
"Tecnomen 's solution can be used for prepaid and post-paid billing , for charging and rating of voice and video calls , data traffic and any kind of content services in both mobile and fixed networks .",neutral,neutral,0.9195999503135681
Terms of the acquisition were not disclosed .,neutral,neutral,0.9518716931343079
Terms were not disclosed .,neutral,neutral,0.9466205835342407
"The 19,200-square metre technology center is located near University of Tampere in central Tampere .",neutral,neutral,0.9368945360183716
"The acquired plant has an annual capacity of some 300,000 tonnes and most of its production is sold to domestic customers .",neutral,neutral,0.9427251815795898
The acquisition is expected to take place by the end of August 2007 .,neutral,neutral,0.9364461898803711
"The acquisition was financed with $ 2.56 billion of debt arranged by Goldman , Sachs & Co. .",neutral,neutral,0.9146873950958252
"The Annual Report contains the financial statements , the consolidated financial statements , the report by the Board of Directors and the auditor 's report .",neutral,neutral,0.9432240128517151
"The Annual Report will be sent automatically to shareholders holding at least 2,000 Sampo plc shares .",neutral,neutral,0.9553961157798767
"The approximately 20,000 dwt vessel has been ordered from India .",neutral,neutral,0.8401383757591248
The arrangements do not apply to the group 's units outside Finland .,neutral,neutral,0.9533454775810242
The bank VTB24 provides mortgage loans to buy apartments in the complex at 11-13 % per annum in rubles .,neutral,neutral,0.9039309024810791
"The biggest sellers in the chain 's supermarkets in Finland are organic Pirkka tomatoes , carrots , eggs , and meat products .",neutral,neutral,0.9312845468521118
The bond has a value of EUR150m and a maturity of 4 years .,neutral,neutral,0.9454014897346497
"The building will house , for example , Respecta Oy 's Jyvaskyla premises , as well as other companies to be announced later , says Samuel Koivisto , Director of Technopolis operations in Jyvaskyla .",neutral,neutral,0.9052919149398804
"The business units of the InvestLesProm Group cover the full forest industry chain , and the Group owns forests , sawmills , paper and pulp mills , and other processing plants .",neutral,neutral,0.9528478980064392
"The businesses to be divested offer dairy , edible fats , ready-meal and ice-cream packaging to multinational and local customers .",neutral,neutral,0.9440955519676208
"The casing comprises a first side casing member provided with the first side vat segment and a second side casing member provided with the second side vat segment , at least the first side casing member being pivotable about a rotation axis .",neutral,neutral,0.9491347670555115
"The changes will take effect on 1 January 2010 , and they are not estimated to have an impact on the number of employees .",neutral,neutral,0.9223612546920776
The combined value of the orders is almost EUR 3mn .,neutral,neutral,0.9364661574363708
The combined value of the orders is EUR 45mn .,neutral,neutral,0.9453880786895752
The combined value of the planned investments is about EUR 30mn .,neutral,neutral,0.9454431533813477
"The company can not give up palm oil altogether , however .",neutral,neutral,0.9079834818840027
The company did not disclose the price of the acquisition .,neutral,neutral,0.9506288170814514
The company distributes Hiab 's products as well as other products .,neutral,neutral,0.9334611892700195
The company does not disclose the sum it applied for .,neutral,neutral,0.9480283260345459
The company expects meat purchases to remain at about 8mn kilos in 2011 .,neutral,neutral,0.8499203324317932
"The company has decided to stop the operations of Ruukki Construction Division in Latvia and Lithuania , and concentrate the production and logistics in Parnu , Estonia in 2009 .",neutral,negative,0.8539499044418335
"The company is headquartered in Sievi , Finland , and is listed on the Nordic Exchange in Helsinki .",neutral,neutral,0.9524390697479248
The company may at any time have in its possession one tenth of all its shares at the maximum .,neutral,neutral,0.9461577534675598
The company operates power plants in the Tyumen and Chelyabinsk regions and in the Khanty-Mansi Autonomous District .,neutral,neutral,0.9423648715019226
"The company operates worldwide and employs in total approximately 47,000 persons .",neutral,neutral,0.9417226314544678
The company reiterates its outlook for 2009 .,neutral,neutral,0.9278146624565125
"The company 's board of directors will propose a dividend of EUR 0.95 per share for 2008 at the annual general meeting , scheduled to be held on March 23 , 2009 .",neutral,neutral,0.9303643703460693
The company 's board of directors would propose a dividend of EUR1 .00 per share for 2005 .,neutral,neutral,0.9334877133369446
The company 's equipment rental portfolio consists primarily of tools for small and mid-sized customers in the construction industry .,neutral,neutral,0.945550262928009
The company 's model is based on developer contracting construction projects and customer focused project management .,neutral,neutral,0.9254002571105957
The company said that the results of the third quarter do not include non-recurring items .,neutral,neutral,0.9076544642448425
The company says the measures are no longer needed .,neutral,neutral,0.6902972459793091
"The Company serves approximately 3,000 customers in over 100 countries .",neutral,neutral,0.9074874520301819
"The company serves customers in various industries , including process and resources , industrial machinery , architecture , building , construction , electrical , transportation , electronics , chemical , petrochemical , energy , and information technology , as well as catering and households .",neutral,neutral,0.9448537230491638
"The company serves customers in various industries , including process and resources , industrial machinery , architecture , building , construction , electrical , transportation , electronics , chemical , petrochemical , energy , and information technology , as well as catering and households .",neutral,neutral,0.9448537230491638
"The company was supposed to deliver machinery to a veneer mill in the Tomsk region , in Russia .",neutral,neutral,0.931113064289093
"The company will disclose further details , including the anticipated transaction timetable and the name of the new investor , within one week .",neutral,neutral,0.9543059468269348
The company will propose a dividend of EUR0 .12 per share for 2008 .,neutral,neutral,0.9155056476593018
"The contract also includes installation work in a new multistorey carpark for close on 1,000 vehicles .",neutral,positive,0.5530250668525696
"The contract covers the supply of temporary heating equipment for LKAB 's new pellet plant in Kiruna , in northern Sweden .",neutral,neutral,0.8176292777061462
The contract has been allotted as per lowest price criteria .,neutral,neutral,0.8837509155273438
"The contract includes design , construction , delivery of equipment , installation and commissioning .",neutral,neutral,0.946372389793396
"The contract includes software licences , application maintenance and training .",neutral,neutral,0.934554934501648
"The contract incorporates a Convergent Charging rating solution for voice and data , which includes Internet , GPRS , SMS , MMS and WAP .",neutral,neutral,0.758700430393219
The contract is for next year .,neutral,neutral,0.9413830637931824
The contract will take effect in 2009 for a five or ten year period .,neutral,neutral,0.9356848001480103
"The contracts between Raute Corporation and Muling Kemian Wood Products Co. , Ltd. , which were announced on 3 November 2010 , have taken effect .",neutral,neutral,0.8406185507774353
The CVs of the proposed members are available for viewing from 12 March 2008 onwards on the Internet at www.sampo.com/ir .,neutral,neutral,0.9539576768875122
"The deal includes the entire personnel of PlanMill Oy , who will transfer to the new company as so-called old employees .",neutral,neutral,0.9500934481620789
The divested stake represented about 2.7 m shares in Okmetic 's capital .,neutral,neutral,0.9394789934158325
The dividends payable annually shall be deducted from the share subscription price .,neutral,neutral,0.9449595212936401
The duration of the contract is 37 months .,neutral,neutral,0.9426300525665283
The ECB can mainly target inflation .,neutral,neutral,0.9267475008964539
The employee negotiations are to address measures needed to adjust the operations to the present production situation .,neutral,neutral,0.8235634565353394
The energy shot is packed in a 100-millilitre bag with a screw cap .,neutral,neutral,0.9426046013832092
The exercise price of the option will be based on Safran Software Solutions ' license and maintenance sales as well as the result of the company .,neutral,neutral,0.9501619935035706
"The facility will be used to refinance Citycon 's existing credit facility , the company said .",neutral,positive,0.7203397750854492
The fair value of CapMan Plc 's own investments on 30 September 2008 amounted to MEUR 59.8 .,neutral,neutral,0.9485753178596497
The financial details of the acquisition were not disclosed .,neutral,neutral,0.9525320529937744
The financial details of the transaction were not disclosed .,neutral,neutral,0.9485841989517212
The Financial Statements and Interim Reports will be released around at 9.00 a.m. ( Finnish time ) on the given dates .,neutral,neutral,0.9479425549507141
The financial statements release will be available after publishing on the Company 's internet pages at www.cargotec.com .,neutral,neutral,0.9568721055984497
"The firm is headquartered in Vantaa , southern Finland and has 16 employees .",neutral,neutral,0.947867751121521
"The firm 's services include copying , printing , CAD-modelling , digital printing , scanning , SokoPro project bank and courier services .",neutral,neutral,0.9524203538894653
The fixed acquisition price amounts to NOK 70 ( approximately EUR 8.7 ) million and additional price NOK 15 ( EUR 1.8 ) million at maximum .,neutral,neutral,0.9257577061653137
"The fixed-term contract of Mr. Jarmo Ukonaho , the current General Manager of Incap 's Indian operations , will finish by the end of the year .",neutral,neutral,0.8986683487892151
"The flagship will open this fall in Manhattan 's Flatiron District in the `` Toy Building , '' at 200 Fifth Avenue .",neutral,neutral,0.9318624138832092
The full-function PC weighs 1.25 kilograms and measures slightly more than two centimeters thin .,neutral,neutral,0.9296917915344238
The government has instead proposed an exchange of the state 's stake in LMT to TeliaSonera 's stake in Lattelecom .,neutral,neutral,0.9325413107872009
The group reiterated its forecast that handset manufacturers will sell around 915 mln units this year globally .,neutral,positive,0.8271642923355103
"The Group 's business sectors are Building Construction , Infrastructure Construction , Technical Building Services , and Building Products .",neutral,neutral,0.9463749527931213
"The hosting mobile terminal guides information flow between itself , the participating terminals , and optionally , with network servers that may assist the hosting mobile terminal .",neutral,neutral,0.9535282850265503
"The huge bridge girders will be delivered to the site from our plant in Ylivieska , Finland .",neutral,neutral,0.8418101668357849
The idea of saving electricity in data transfer is still a new one .,neutral,neutral,0.8900139927864075
The identity of the buyer is not yet known .,neutral,neutral,0.9164417386054993
The Insolvency Act regulates the amount of debt that borrowers are permitted to write off .,neutral,neutral,0.7399302124977112
The intent of the article was to focus attention on the fact that the development model that China had followed was very different than the model that India had followed .,neutral,neutral,0.8695431351661682
The investment would be some EUR5m .,neutral,neutral,0.9115098714828491
"The latest result included per-share charges of 5 cents for stock compensation , 1 cent for research and development and 1 cent for strategic investments .",neutral,neutral,0.8898246884346008
The machinery now ordered will be placed in a new mill with an annual production capacity of 40 000 m3 of overlaid birch plywood .,neutral,neutral,0.84292072057724
"The major part of the deliveries include different AC and CXE amplifier solutions and products by Belgian DINH Telecom , a broadband solutions company acquired by Teleste in the spring of 2007 .",neutral,neutral,0.927975594997406
"The market share of Volkswagen passenger cars in Finland was 10.1 percent , Audi had a market share of 3.1 percent and Seat 's share was 0.9 percent .",neutral,neutral,0.9349315762519836
"The market value of one crane is some USD6m , reported the Finnish news agency STT .",neutral,neutral,0.9403495192527771
"The maximum grade of the veneer yield is calculated , based on the dimensions and grades of the veneer products , as well as by iterating the places of the peeling axes and simulating the peeling process .",neutral,neutral,0.9472092986106873
"The maximum obligated total trades per day is ISK 400,000,000 market value .",neutral,neutral,0.9499608278274536
The medium-term operative targets of the company remain unchanged .,neutral,neutral,0.8891979455947876
The MET is located in the Central Business District ( CBD ) of Bangkok .,neutral,neutral,0.9347169399261475
The name of the newspaper publishing and printing division Sanoma will be changed to Sanoma News .,neutral,neutral,0.9459608793258667
"The Network Test Business is part of Elektrobit 's Test and Automation Business Segment and employs 39 people in Finland and 22 people abroad , mainly in the US and Asia .",neutral,neutral,0.946206271648407
The new chain has 700 discount stores and 250 supermarkets .,neutral,neutral,0.9098052382469177
"The new company , DiaPol S.r.l. , would manufacture tools meant for glass and stone pre-processing .",neutral,neutral,0.8991693258285522
"The new Kroksberg railway tunnel will be built on a new section of track between Harnosand and Veda , forming part of the line that follows the coast of the Gulf of Bothnia .",neutral,neutral,0.7879047989845276
The new location is n't the only change Wellmont has in store for its air transport service .,neutral,positive,0.6028283834457397
The new name of the Sanoma Division will be Sanoma News .,neutral,neutral,0.9505539536476135
The Notice in its entirety with other proposals from the Nomination Committee and the Board will be published at least four weeks before 28 April on the company 's website and in Post - och Inrikes Tidningar and Dagens Industri .,neutral,neutral,0.952508807182312
"The number of class A shares remains unchanged at 9,526,089 shares .",neutral,neutral,0.9182870388031006
"The objective is that trading in the shares will commence on May 2 , 2007 .",neutral,neutral,0.9509612321853638
The online ice chart shows no ice in the area of Estonia 's sea ports on the coast of the Gulf of Finland .,neutral,neutral,0.8691056966781616
"The order includes a log handling line , peeling line and drying line for the production of parquet base layer veneer for Plyfa 's Hassela mill , central Sweden .",neutral,neutral,0.8865868449211121
The order is included in Metso 's fourth quarter 2007 order backlog .,neutral,neutral,0.6424565315246582
The order is related to renewing the network of the telecommunications operator .,neutral,neutral,0.9193496704101562
The parties have therefore agreed to leave Avena out of the deal .,neutral,neutral,0.8424386382102966
The passenger tunnel is expected to be put into operation in 2009 .,neutral,neutral,0.7779836058616638
The plant is expected to enter commercial operation by mid-2009 .,neutral,neutral,0.8481374979019165
The plant is expected to start production in the first half of 2007 .,neutral,neutral,0.8772454857826233
The plant will collect raw material from the Baltic Sea region .,neutral,neutral,0.8684839010238647
"The platen edges in contact with the band are provided with a seal having a protrusion directed towards the middle area of the platen , and means are provided to exert and maintain a pressure in the volume defined by the platen , the band and the seal . ''",neutral,neutral,0.9433806538581848
The platform would continue to be the development framework for Symbian and MeeGo .,neutral,neutral,0.8457359671592712
"The Point Village , designed by Scott Tallon Walker , will include a shopping center , office premises , a hotel and a cinema .",neutral,neutral,0.8642644882202148
"The port facilities ' throughput is 250,000 TEUs and 7.5 mln tons of general cargo .",neutral,neutral,0.9384596943855286
The power generated annually by Loviisa covers about 10 % of Finland 's electricity consumption .,neutral,neutral,0.9371199607849121
"The power supplies , DC power systems and inverters designed and manufactured by Efore , and systems incorporating them are used in many different applications .",neutral,neutral,0.9475483894348145
The presentation material can be viewed on the company 's website in English after the conference .,neutral,neutral,0.9483732581138611
The previous offer was 3.4 % of voting rights and 12.3 % of capital .,neutral,neutral,0.9441221952438354
"The product advisory does not apply to any other Nokia-branded battery , the company said .",neutral,neutral,0.948128879070282
The project also implies an underground parking lot for 56 vehicles .,neutral,neutral,0.866341233253479
The properties were purchased from Swedish private equity real estate firm Niam and Goldman Sachs ' Whitehall Street Real Estate Funds .,neutral,neutral,0.9333463311195374
The proposal that the Board of Directors will make at the Annual General Meeting is attached as a whole to this release .,neutral,neutral,0.9472671747207642
The purchase price was not disclosed .,neutral,neutral,0.9516158699989319
The reductions will be concluded by autumn 2010 .,neutral,neutral,0.8159361481666565
"The reductions will be implemented immediately , beginning in October 2009 .",neutral,neutral,0.8239292502403259
"The repo rate will gradually reach 2 % at the end of 2010 , according to Nordea 's Economic Outlook .",neutral,positive,0.5128309726715088
"The report profiles 158 companies including many key and niche players including major Nonwovens manufacturers such as Ahlstrom Corporation , Asahi Kasei Corporation , Buckeye Technologies , Inc. , EI .",neutral,neutral,0.8860012888908386
The report will be emailed within 2 business days of an order .,neutral,neutral,0.9496476650238037
"The RME from Telcontar enables the handset to calculate the best route and includes support for user-defined routes , feature navigability and multi-modal routing such as via foot and ferry .",neutral,neutral,0.7042368054389954
The sale price was not disclosed .,neutral,neutral,0.9512166976928711
The sales price was not disclosed .,neutral,neutral,0.9477728605270386
"The second variant offers complete final finishing of any selected apartment with foreign high quality materials ( Finland , Denmark , Germany , France ) .",neutral,neutral,0.8981440663337708
"The sellers include 40 shareholders , including Intellibis management , employees and other investors .",neutral,neutral,0.9460794925689697
The sellers were EOSS Innovationsmanagement and a group of private individuals .,neutral,neutral,0.9496792554855347
The sellers were the founders of the company .,neutral,neutral,0.9493061900138855
The serial bond is part of the plan to refinance the short-term credit facility .,neutral,neutral,0.9072411060333252
"The share capital of Basware Corporation is 11,720,829 .",neutral,neutral,0.9524142742156982
"The share capital of Biotie Therapies Corp. constitutes 90,211,860 shares in the aggregate and the number of voting rights attached to the shares amounts to 90,211,860 .",neutral,neutral,0.9562971591949463
The share subscription period for stock options 2007A is between 1 April 2010 and 31 March 2012 .,neutral,neutral,0.9455962181091309
The shares represented 4.998 % of total share capital and 2.14 % of total voting rights .,neutral,neutral,0.9494578242301941
The shares shall be acquired according to the Rules of NASDAQ OMX Helsinki and otherwise according to the rules related to acquisition of the company 's own shares .,neutral,neutral,0.9574559926986694
The size of a cider bottle will remain unchanged .,neutral,neutral,0.9459359049797058
"The start of the negotiations , relating to Glaston 's efficiency program , was announced in October .",neutral,neutral,0.9155159592628479
"The subject of the project is provide to the company like : Software programming and consultancy services , Computer-related services , Data services , Computer support and consultancy services , Internet services etc. .",neutral,neutral,0.9523033499717712
"The talks involved the Food and Ingredients Divisions , as well as group service functions , the company said .",neutral,neutral,0.9172604084014893
"The Tecnomen Convergent Charging solution includes functionality for prepaid and post-paid billing , charging and rating of voice calls , video calls , raw data traffic and any type of content services in both mobile and fixed networks .",neutral,neutral,0.9173003435134888
"The total number of voting rights is 74,612,523 .",neutral,neutral,0.9535041451454163
"The total restructuring costs are expected to be about EUR 30mn , of which EUR 13.5 mn was booked in December 2008 .",neutral,neutral,0.819688618183136
"The total size of the complex is around 25,000 m2 and the project will be constructed in stages .",neutral,neutral,0.9144365191459656
The total value of the deliveries is some EUR65m .,neutral,neutral,0.9324164986610413
"The train is expected to cross the Russian territory in 9 days , reaching the Vostochny port .",neutral,neutral,0.6978887915611267
The transaction is expected to be finalized by Dec 2009 .,neutral,neutral,0.92826908826828
